"title","location","price_cuisine","price","cuisine","michelin_stars","distinction"
"La Condesa","Paris, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Comice","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Qui Plume la Lune","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"L'Orangerie","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Le George","Paris, France","€€€€ · Italian","€€€€","Italian",1,"1 Star"
"Helen","Paris, France","€€€€ · Seafood","€€€€","Seafood",1,"1 Star"
"Lucas Carton","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Les Voiles d'Or","Dieppe, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Le Colombier","Offranville, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Auberge de la Charme","Prenois, France","€€€ · Creative","€€€","Creative",1,"1 Star"
"Château de Pray","Amboise, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Le Goût du Bonheur - La Fenière","Cadenet, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"L'Esquisse","Annecy, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Pierre Reboul","Aix-en-Provence, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Apicius","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Restaurant H","Paris, France","€€€ · Creative","€€€","Creative",1,"1 Star"
"La Table d'Olivier","Brive-la-Gaillarde, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"L'Émulsion","Saint-Alban-de-Roche, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"ASPIC","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Ze Kitchen Galerie","Paris, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Alan Geaam","Paris, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Relais Louis XIII","Paris, France","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Yoshinori","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Armani Ristorante","Paris, France","€€€€ · Italian","€€€€","Italian",1,"1 Star"
"Le Jardin de Berne","Lorgues, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Table - Hôtel Clarance","Lille, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Au 14 Février","Saint-Valentin, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Le Grand Cap","Leucate, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"L'Atelier Yssoirien","Issoire, France","€€€ · Creative","€€€","Creative",1,"1 Star"
"La Passagère - Hôtel Belles Rives","Juan-les-Pins, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Hostellerie la Montagne","Colombey-les-Deux-Églises, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Alain Llorca","La Colle-sur-Loup, France","€€€€ · Provençal","€€€€","Provençal",1,"1 Star"
"La Bonne Étape","Château-Arnoux-Saint-Auban, France","€€€€ · Provençal","€€€€","Provençal",1,"1 Star"
"Ed.Em","Chassagne-Montrachet, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"G.a. au Manoir de Rétival","Caudebec-en-Caux, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Château de Vault-de-Lugny","Vault-de-Lugny, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Le Saint-James","Bouliac, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"L'Oiseau Bleu","Bordeaux, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Le Violon d'Ingres","Paris, France","€€€€ · Traditional Cuisine","€€€€","Traditional Cuisine",1,"1 Star"
"Le Val d'Auge","Bondues, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Alchémille","Kaysersberg, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"La Table de Nans","La Ciotat, France","€€€ · Mediterranean Cuisine","€€€","Mediterranean Cuisine",1,"1 Star"
"Hostellerie de la Pointe Saint-Mathieu","Plougonvelin, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Le Patio","Arcachon, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"La Table d'Hôtes - Le Quatrième Mur","Bordeaux, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Les Climats","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Granit - La Mécanique des Frères Bonano","Colombières-sur-Orb, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"La Balette","Collioure, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Soléna","Bordeaux, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Assa","Blois, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"L'Aupiho - Domaine de Manville","Les Baux-de-Provence, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Lamartine","Le Bourget-du-Lac, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Louis","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Quinsou","Paris, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Mavrommatis","Paris, France","€€€€ · Greek","€€€€","Greek",1,"1 Star"
"Pertinence","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Frenchie","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Benoit","Paris, France","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"La Dame de Pic","Paris, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"L'Écrin","Paris, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"114, Faubourg","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"ERH","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"L'Atelier de Joël Robuchon - Étoile","Paris, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Le Jules Verne","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Alliance","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Chez Michèle","Languimberg, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Le Vivier","L'Isle-sur-la-Sorgue, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Château Blanchard","Chazelles-sur-Lyon, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Frédéric Doucet","Charolles, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Le Gavrinis","Baden, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Tentazioni","Bordeaux, France","€€€ · Italian","€€€","Italian",1,"1 Star"
"Tour d'Argent","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Jin","Paris, France","€€€€ · Japanese","€€€€","Japanese",1,"1 Star"
"La Ribaudière","Bourg-Charente, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Maison Claude Darroze","Langon, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Apicius","Clermont-Ferrand, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Hostellerie de l'Abbaye de la Celle","La Celle, France","€€€€ · Provençal","€€€€","Provençal",1,"1 Star"
"La Table de Xavier Mathieu","Joucas, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"La Table de Chaintré","Chaintré, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"L'Atelier du Peintre","Colmar, France","€€€ · Creative","€€€","Creative",1,"1 Star"
"Le Carré d'Alethius","Charmes-sur-Rhône, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Les Oliviers","Bandol, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Auguste","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Yam'Tcha","Paris, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"L'Anthocyane","Lannion, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Restaurant Girardin","Colmar, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"L'Impertinent","Biarritz, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Les Rosiers","Biarritz, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Auberge des Templiers","Boismorand, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Auberge Pom'Poire","Azay-le-Rideau, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"La Table de L'Incomparable","Tresserve, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Table d'Asten","Binic, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"L'Abissiou","Les Sables-d'Olonne, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Rosmadec Le Moulin","Pont-Aven, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"L'Atelier de Joël Robuchon - St-Germain","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Bruno","Lorgues, France","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"ES","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Chapelle Saint-Martin","Nieul, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Auberge Frankenbourg","La Vancelle, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"La Vieille Tour","Cellettes, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Le Pont de l'Ouysse","Lacave, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"La Table du Boisniard","Chambretaud, France","€€€ · Creative","€€€","Creative",1,"1 Star"
"Château de la Treyne","Lacave, France","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"L'Orée de la Forêt","Étouy, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Jérôme Feck","Châlons-en-Champagne, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Guy Lassausaie","Chasselay, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Radio","Chamalières, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Le Pily","Cherbourg-en-Cotentin, France","€€€ · Creative","€€€","Creative",1,"1 Star"
"L'Arnsbourg","Baerenthal, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Le Prince Noir - Vivien Durand","Lormont, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"AT","Paris, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Jean-Claude Leclerc","Clermont-Ferrand, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"L'Ostal","Clermont-Ferrand, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Le Manoir du Lys","Bagnoles-de-l'Orne, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Table des Frères Ibarboure","Bidart, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Vieille Fontaine","Avignon, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Bastide","Bonnieux, France","€€€€ · Provençal","€€€€","Provençal",1,"1 Star"
"L'Étang du Moulin","Bonnétage, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Mirande","Avignon, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Moulin d'Alotz","Arcangues, France","€€€ · Creative","€€€","Creative",1,"1 Star"
"Pantagruel","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Le Grill","Monaco, France","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"L'Embrun","Brest, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Automne","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"L'Observatoire du Gabriel","Bordeaux, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Sources","Lorient, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"FIEF","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"CIBO","Dijon, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Flibuste","Villeneuve-Loubet, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Don Juan II","Paris, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Virtus","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Maison Nouvelle","Bordeaux, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Le Pavillon des Boulevards","Bordeaux, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Maison Desamy","Mareuil-sur-Lay, France","€€ · Modern Cuisine","€€","Modern Cuisine",1,"1 Star"
"Château d'Adoménil","Lunéville, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Table de Castigno","Assignan, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Il Carpaccio","Paris, France","€€€€ · Italian","€€€€","Italian",1,"1 Star"
"Le Relais de la Poste","La Wantzenau, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Yoshi","Monaco, France","€€€€ · Japanese","€€€€","Japanese",1,"1 Star"
"L'Opidom","Fondettes, France","€€€ · Creative","€€€","Creative",1,"1 Star"
"Roza","Nantes, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Les Funambules","Strasbourg, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"La Maison de Pierre","Hasparren, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"La Table de l'Ours","Val-d'Isère, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Les Explorateurs - Hôtel Pashmina","Val-Thorens, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Michel Trama","Puymirol, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"L'Évidence","Montbazon, France","€€€ · Creative","€€€","Creative",1,"1 Star"
"La Source","Saint-Galmier, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Le 1825 - La Table","Gesté, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"L'Orchidée","Altkirch, France","€€€ · Thai","€€€","Thai",1,"1 Star"
"Likoké","Les Vans, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Vincent Favre Félix","Annecy, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Le Vieux Logis","Trémolat, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Pollen","Avignon, France","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Maison Caillet","Valmont, France","€€€ · Creative","€€€","Creative",1,"1 Star"
"La Tête en l'air","Vannes, France","€€€ · Creative","€€€","Creative",1,"1 Star"
"Le Foch","Reims, France","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Maison Chenet - Entre Vigne et Garrigue","Pujaut, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Oxte","Paris, France","€€€€ · Mexican","€€€€","Mexican",1,"1 Star"
